Wed Aug 12 12:54:05 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.105.08             Driver Version: 580.105.08     CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA GeForce RTX 4090 D      On  |   00000000:17:00.0 Off |                  Off |
| 30%   28C    P0             38W /  425W |       0MiB /  24564MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
🚀🚀 Script starts...
output_model_dir='ckpt/conversion/qwen3_4b_i_sft_lora_conversion/20260812_125424/'
Using LoRA with config: peft_config=LoraConfig(task_type=None, peft_type=<PeftType.LORA: 'LORA'>, auto_mapping=None, peft_version='0.20.0', base_model_name_or_path=None, revision=None, inference_mode=False, r=16, target_modules={'q_proj', 'up_proj', 'v_proj', 'k_proj', 'gate_proj', 'o_proj', 'down_proj'}, exclude_modules=None, lora_alpha=32, lora_dropout=0.05, fan_in_fan_out=False, bias='none', use_rslora=False, modules_to_save=None, init_lora_weights=True, layers_to_transform=None, layers_pattern=None, rank_pattern={}, alpha_pattern={}, megatron_config=None, megatron_core='megatron.core', trainable_token_indices=None, loftq_config={}, eva_config=None, corda_config=None, lora_ga_config=None, use_dora=False, velora_config=None, alora_invocation_tokens=None, use_qalora=False, qalora_group_size=16, monteclora_config=None, layer_replication=None, runtime_config=LoraRuntimeConfig(ephemeral_gpu_offload=False), lora_bias=False, target_parameters=None, use_bdlora=None, arrow_config=None, ensure_weight_tying=False)
Training args: training_args=SFTConfig(output_dir='ckpt/conversion/qwen3_4b_i_sft_lora_conversion/20260812_125424/', per_device_train_batch_size=1, num_train_epochs=2, max_steps=-1, learning_rate=0.0001, lr_scheduler_type=<SchedulerType.LINEAR: 'linear'>, lr_scheduler_kwargs=None, warmup_steps=0.03, optim=<OptimizerNames.ADAMW_TORCH_FUSED: 'adamw_torch_fused'>, optim_args=None, weight_decay=0.0, adam_beta1=0.9, adam_beta2=0.999, adam_epsilon=1e-08, optim_target_modules=None, gradient_accumulation_steps=8, average_tokens_across_devices=True, max_grad_norm=1.0, label_smoothing_factor=0.0, bf16=True, fp16=False, bf16_full_eval=False, fp16_full_eval=False, tf32=None, gradient_checkpointing=True, gradient_checkpointing_kwargs={'use_reentrant': False}, torch_compile=False, torch_compile_backend=None, torch_compile_mode=None, use_liger_kernel=False, liger_kernel_config=None, use_cache=False, neftune_noise_alpha=None, torch_empty_cache_steps=None, auto_find_batch_size=False, logging_strategy=<IntervalStrategy.STEPS: 'steps'>, logging_steps=16, logging_first_step=False, log_on_each_node=True, logging_nan_inf_filter=True, include_num_input_tokens_seen='no', log_level='passive', log_level_replica='warning', disable_tqdm=False, report_to=['wandb'], run_name='qwen3_4b_i_sft_lora_conversion_20260812_125424', project='huggingface', trackio_space_id=None, trackio_bucket_id=None, trackio_static_space_id=None, eval_strategy=<IntervalStrategy.NO: 'no'>, eval_steps=None, eval_delay=0, per_device_eval_batch_size=8, prediction_loss_only=False, eval_on_start=False, eval_do_concat_batches=True, eval_use_gather_object=False, eval_accumulation_steps=None, include_for_metrics=[], batch_eval_metrics=False, save_only_model=False, save_strategy=<SaveStrategy.STEPS: 'steps'>, save_steps=100, save_on_each_node=False, save_total_limit=None, enable_jit_checkpoint=False, push_to_hub=False, hub_token=None, hub_private_repo=None, hub_model_id=None, hub_strategy=<HubStrategy.EVERY_SAVE: 'every_save'>, hub_always_push=False, hub_revision=None, load_best_model_at_end=False, metric_for_best_model=None, greater_is_better=None, ignore_data_skip=False, restore_callback_states_from_checkpoint=False, full_determinism=False, seed=42, data_seed=None, use_cpu=False, accelerator_config=AcceleratorConfig(split_batches=False, dispatch_batches=None, even_batches=True, use_seedable_sampler=True, non_blocking=False, gradient_accumulation_kwargs=None, use_configured_state=False), parallelism_config=None, dataloader_drop_last=False, dataloader_num_workers=0, dataloader_pin_memory=True, dataloader_persistent_workers=False, dataloader_prefetch_factor=None, remove_unused_columns=True, label_names=None, train_sampling_strategy='random', length_column_name='length', ddp_find_unused_parameters=None, ddp_bucket_cap_mb=None, ddp_broadcast_buffers=None, ddp_static_graph=None, ddp_backend=None, ddp_timeout=1800, fsdp=None, fsdp_config=None, deepspeed=None, debug=[], skip_memory_metrics=True, do_train=False, do_eval=False, do_predict=False, resume_from_checkpoint=None, warmup_ratio=0.03, logging_dir=None, local_rank=-1, model_init_kwargs=None, router_aux_loss_coef=0.001, trust_remote_code=False, chat_template_path=None, dataset_text_field='text', dataset_kwargs=None, dataset_num_proc=None, eos_token=None, max_length=None, truncation_mode='keep_start', shuffle_dataset=False, packing=False, packing_strategy='bfd', padding_free=False, pad_to_multiple_of=None, eval_packing=None, completion_only_loss=None, assistant_only_loss=False, loss_type='chunked_nll', activation_offloading=False, pad_token=None)
🕙🕙 Start training...
{'loss': '1.915', 'grad_norm': '1.16', 'learning_rate': '5.556e-05', 'entropy': '1.146', 'num_tokens': '1.464e+04', 'mean_token_accuracy': '0.5299', 'epoch': '0.03653'}
{'loss': '1.288', 'grad_norm': '0.798', 'learning_rate': '9.953e-05', 'entropy': '1.832', 'num_tokens': '2.843e+04', 'mean_token_accuracy': '0.5771', 'epoch': '0.07306'}
{'loss': '0.9862', 'grad_norm': '0.7008', 'learning_rate': '9.764e-05', 'entropy': '1.277', 'num_tokens': '4.49e+04', 'mean_token_accuracy': '0.6164', 'epoch': '0.1096'}
{'loss': '0.917', 'grad_norm': '0.6575', 'learning_rate': '9.576e-05', 'entropy': '1.13', 'num_tokens': '6.028e+04', 'mean_token_accuracy': '0.657', 'epoch': '0.1461'}
{'loss': '0.902', 'grad_norm': '1.059', 'learning_rate': '9.388e-05', 'entropy': '1.072', 'num_tokens': '7.407e+04', 'mean_token_accuracy': '0.6629', 'epoch': '0.1826'}
{'loss': '0.7529', 'grad_norm': '0.7103', 'learning_rate': '9.199e-05', 'entropy': '0.9109', 'num_tokens': '8.934e+04', 'mean_token_accuracy': '0.7049', 'epoch': '0.2192'}
{'loss': '0.6596', 'grad_norm': '1.07', 'learning_rate': '9.011e-05', 'entropy': '0.7939', 'num_tokens': '1.042e+05', 'mean_token_accuracy': '0.7412', 'epoch': '0.2557'}
{'loss': '0.6599', 'grad_norm': '0.9126', 'learning_rate': '8.822e-05', 'entropy': '0.7865', 'num_tokens': '1.202e+05', 'mean_token_accuracy': '0.7395', 'epoch': '0.2922'}
{'loss': '0.5733', 'grad_norm': '1.987', 'learning_rate': '8.634e-05', 'entropy': '0.7518', 'num_tokens': '1.354e+05', 'mean_token_accuracy': '0.7537', 'epoch': '0.3288'}
{'loss': '0.5275', 'grad_norm': '2.157', 'learning_rate': '8.445e-05', 'entropy': '0.6599', 'num_tokens': '1.514e+05', 'mean_token_accuracy': '0.793', 'epoch': '0.3653'}
{'loss': '0.4759', 'grad_norm': '2.423', 'learning_rate': '8.257e-05', 'entropy': '0.5446', 'num_tokens': '1.671e+05', 'mean_token_accuracy': '0.8237', 'epoch': '0.4018'}
{'loss': '0.5015', 'grad_norm': '1.539', 'learning_rate': '8.068e-05', 'entropy': '0.5713', 'num_tokens': '1.795e+05', 'mean_token_accuracy': '0.8096', 'epoch': '0.4384'}
{'loss': '0.467', 'grad_norm': '2.062', 'learning_rate': '7.88e-05', 'entropy': '0.5297', 'num_tokens': '1.919e+05', 'mean_token_accuracy': '0.8207', 'epoch': '0.4749'}
{'loss': '0.3847', 'grad_norm': '1.484', 'learning_rate': '7.691e-05', 'entropy': '0.4665', 'num_tokens': '2.108e+05', 'mean_token_accuracy': '0.8486', 'epoch': '0.5114'}
{'loss': '0.3546', 'grad_norm': '1.035', 'learning_rate': '7.503e-05', 'entropy': '0.4278', 'num_tokens': '2.267e+05', 'mean_token_accuracy': '0.8577', 'epoch': '0.5479'}
{'loss': '0.3532', 'grad_norm': '2.314', 'learning_rate': '7.314e-05', 'entropy': '0.3958', 'num_tokens': '2.425e+05', 'mean_token_accuracy': '0.8735', 'epoch': '0.5845'}
{'loss': '0.3382', 'grad_norm': '2.363', 'learning_rate': '7.126e-05', 'entropy': '0.3792', 'num_tokens': '2.585e+05', 'mean_token_accuracy': '0.8716', 'epoch': '0.621'}
{'loss': '0.2697', 'grad_norm': '2.232', 'learning_rate': '6.938e-05', 'entropy': '0.3205', 'num_tokens': '2.738e+05', 'mean_token_accuracy': '0.901', 'epoch': '0.6575'}
{'loss': '0.3134', 'grad_norm': '2.183', 'learning_rate': '6.749e-05', 'entropy': '0.3449', 'num_tokens': '2.897e+05', 'mean_token_accuracy': '0.8934', 'epoch': '0.6941'}
{'loss': '0.2642', 'grad_norm': '2.543', 'learning_rate': '6.561e-05', 'entropy': '0.3087', 'num_tokens': '3.054e+05', 'mean_token_accuracy': '0.9049', 'epoch': '0.7306'}
{'loss': '0.2403', 'grad_norm': '1.683', 'learning_rate': '6.372e-05', 'entropy': '0.2776', 'num_tokens': '3.215e+05', 'mean_token_accuracy': '0.9107', 'epoch': '0.7671'}
{'loss': '0.1801', 'grad_norm': '1.788', 'learning_rate': '6.184e-05', 'entropy': '0.2448', 'num_tokens': '3.381e+05', 'mean_token_accuracy': '0.9227', 'epoch': '0.8037'}
{'loss': '0.1949', 'grad_norm': '2.746', 'learning_rate': '5.995e-05', 'entropy': '0.2563', 'num_tokens': '3.521e+05', 'mean_token_accuracy': '0.9223', 'epoch': '0.8402'}
{'loss': '0.1655', 'grad_norm': '2.258', 'learning_rate': '5.807e-05', 'entropy': '0.2283', 'num_tokens': '3.674e+05', 'mean_token_accuracy': '0.9291', 'epoch': '0.8767'}
{'loss': '0.1784', 'grad_norm': '2.602', 'learning_rate': '5.618e-05', 'entropy': '0.2362', 'num_tokens': '3.842e+05', 'mean_token_accuracy': '0.9254', 'epoch': '0.9132'}
{'loss': '0.1535', 'grad_norm': '2.825', 'learning_rate': '5.43e-05', 'entropy': '0.2218', 'num_tokens': '3.997e+05', 'mean_token_accuracy': '0.9305', 'epoch': '0.9498'}
{'loss': '0.1498', 'grad_norm': '2.469', 'learning_rate': '5.241e-05', 'entropy': '0.2049', 'num_tokens': '4.183e+05', 'mean_token_accuracy': '0.9318', 'epoch': '0.9863'}
{'loss': '0.1227', 'grad_norm': '2.569', 'learning_rate': '5.053e-05', 'entropy': '0.1838', 'num_tokens': '4.313e+05', 'mean_token_accuracy': '0.9417', 'epoch': '1.023'}
{'loss': '0.1254', 'grad_norm': '3.651', 'learning_rate': '4.865e-05', 'entropy': '0.1882', 'num_tokens': '4.454e+05', 'mean_token_accuracy': '0.939', 'epoch': '1.059'}
{'loss': '0.1227', 'grad_norm': '1.107', 'learning_rate': '4.676e-05', 'entropy': '0.1819', 'num_tokens': '4.632e+05', 'mean_token_accuracy': '0.9415', 'epoch': '1.096'}
